# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 3.00000000e+01
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e+00
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
774             	8.43711476e-03	4.21903404e-03	4.21808073e-03	-1.09781615e-03	3.85418712e-04	-1.48323486e-03	9.34326786e-04	4.76654337e-07	-1.13814476e-06	2.54383553e-06	1.33773010e-07	2.41006252e-06
775             	8.43709183e-03	4.21902191e-03	4.21806992e-03	-1.09785236e-03	3.85424588e-04	-1.48327694e-03	9.34350766e-04	4.75992017e-07	-1.14241195e-06	2.53930503e-06	1.27240565e-07	2.41206446e-06
776             	8.43708762e-03	4.21902026e-03	4.21806736e-03	-1.09776363e-03	3.85406684e-04	-1.48317031e-03	9.34288499e-04	4.76448503e-07	-1.13807726e-06	2.54234201e-06	1.33093747e-07	2.40924826e-06
777             	8.43705004e-03	4.21900067e-03	4.21804936e-03	-1.09781191e-03	3.85412719e-04	-1.48322463e-03	9.34318673e-04	4.75654283e-07	-1.14255274e-06	2.53799014e-06	1.26442326e-07	2.41154781e-06
778             	8.43710170e-03	4.21902693e-03	4.21807477e-03	-1.09780999e-03	3.85412928e-04	-1.48322292e-03	9.34317922e-04	4.76082949e-07	-1.13897776e-06	2.54237212e-06	1.32208303e-07	2.41016382e-06
779             	8.43706962e-03	4.21900990e-03	4.21805973e-03	-1.09784857e-03	3.85422062e-04	-1.48327063e-03	9.34346348e-04	4.75083783e-07	-1.14302723e-06	2.53813756e-06	1.26041548e-07	2.41209601e-06
780             	8.43708531e-03	4.21901799e-03	4.21806731e-03	-1.09789986e-03	3.85425618e-04	-1.48332548e-03	9.34375547e-04	4.75341088e-07	-1.13871142e-06	2.54211308e-06	1.32345123e-07	2.40976796e-06
781             	8.43705578e-03	4.21900228e-03	4.21805351e-03	-1.09787566e-03	3.85426321e-04	-1.48330198e-03	9.34364152e-04	4.74386254e-07	-1.14361302e-06	2.53736779e-06	1.25070875e-07	2.41229692e-06
782             	8.43708257e-03	4.21901582e-03	4.21806675e-03	-1.09780150e-03	3.85414436e-04	-1.48321594e-03	9.34315188e-04	4.74537906e-07	-1.13880375e-06	2.54198877e-06	1.32190631e-07	2.40979814e-06
783             	8.43705590e-03	4.21900163e-03	4.21805426e-03	-1.09780448e-03	3.85410641e-04	-1.48321512e-03	9.34312880e-04	4.73685985e-07	-1.14288707e-06	2.53800130e-06	1.26113580e-07	2.41188772e-06
784             	8.43705617e-03	4.21900240e-03	4.21805376e-03	-1.09769224e-03	3.85400508e-04	-1.48309275e-03	9.34246627e-04	4.74320797e-07	-1.13880662e-06	2.54149153e-06	1.31939146e-07	2.40955238e-06
785             	8.43701647e-03	4.21898166e-03	4.21803481e-03	-1.09770995e-03	3.85410070e-04	-1.48312002e-03	9.34265044e-04	4.73423320e-07	-1.14241979e-06	2.53774800e-06	1.26454212e-07	2.41129378e-06
786             	8.43706825e-03	4.21900797e-03	4.21806028e-03	-1.09772558e-03	3.85408247e-04	-1.48313382e-03	9.34271035e-04	4.73843992e-07	-1.13705197e-06	2.54390020e-06	1.34898133e-07	2.40900207e-06
787             	8.43702883e-03	4.21898728e-03	4.21804154e-03	-1.09779220e-03	3.85423993e-04	-1.48321619e-03	9.34320094e-04	4.72869482e-07	-1.14090202e-06	2.54003404e-06	1.29114995e-07	2.41091904e-06
788             	8.43701782e-03	4.21898200e-03	4.21803582e-03	-1.09782157e-03	3.85432542e-04	-1.48325411e-03	9.34343325e-04	4.73090190e-07	-1.13599704e-06	2.54484619e-06	1.36426054e-07	2.40842014e-06
789             	8.43696325e-03	4.21895393e-03	4.21800931e-03	-1.09783040e-03	3.85438411e-04	-1.48326881e-03	9.34353610e-04	4.72308918e-07	-1.13932197e-06	2.54258287e-06	1.31969463e-07	2.41061341e-06
790             	8.43700040e-03	4.21897288e-03	4.21802752e-03	-1.09776525e-03	3.85442212e-04	-1.48320747e-03	9.34324839e-04	4.72681246e-07	-1.13438146e-06	2.54795485e-06	1.39595967e-07	2.40835889e-06
791             	8.43692075e-03	4.21893242e-03	4.21798833e-03	-1.09776829e-03	3.85443360e-04	-1.48321165e-03	9.34327505e-04	4.72040980e-07	-1.13747219e-06	2.54376998e-06	1.34412798e-07	2.40935718e-06
792             	8.43692397e-03	4.21893501e-03	4.21798897e-03	-1.09776608e-03	3.85434663e-04	-1.48320075e-03	9.34317705e-04	4.73020939e-07	-1.13231841e-06	2.54879320e-06	1.42078189e-07	2.40671501e-06
793             	8.43685738e-03	4.21890119e-03	4.21795619e-03	-1.09782089e-03	3.85447292e-04	-1.48326819e-03	9.34357739e-04	4.72500220e-07	-1.13547812e-06	2.54508130e-06	1.37062532e-07	2.40801876e-06
794             	8.43688186e-03	4.21891410e-03	4.21796777e-03	-1.09782339e-03	3.85452006e-04	-1.48327539e-03	9.34363700e-04	4.73164760e-07	-1.13016236e-06	2.55093123e-06	1.45303255e-07	2.40562798e-06
795             	8.43680893e-03	4.21887722e-03	4.21793171e-03	-1.09786833e-03	3.85460381e-04	-1.48332871e-03	9.34394548e-04	4.72754326e-07	-1.13265245e-06	2.54878307e-06	1.41739083e-07	2.40704399e-06
796             	8.43682545e-03	4.21888608e-03	4.21793937e-03	-1.09786677e-03	3.85475339e-04	-1.48334210e-03	9.34408722e-04	4.73352768e-07	-1.12747475e-06	2.55339037e-06	1.49220430e-07	2.40416994e-06
797             	8.43676343e-03	4.21885438e-03	4.21790905e-03	-1.09793593e-03	3.85498881e-04	-1.48343481e-03	9.34466847e-04	4.72666700e-07	-1.13081031e-06	2.54899671e-06	1.43688044e-07	2.40530867e-06
798             	8.43677743e-03	4.21886231e-03	4.21791513e-03	-1.09796557e-03	3.85518175e-04	-1.48348375e-03	9.34500961e-04	4.73591076e-07	-1.12590179e-06	2.55396799e-06	1.51082203e-07	2.40288579e-06
799             	8.43671783e-03	4.21883209e-03	4.21788575e-03	-1.09807491e-03	3.85541167e-04	-1.48361608e-03	9.34578623e-04	4.73171716e-07	-1.12963089e-06	2.55022682e-06	1.45482521e-07	2.40474430e-06
800             	8.43676200e-03	4.21885477e-03	4.21790724e-03	-1.09811955e-03	3.85540812e-04	-1.48366037e-03	9.34600589e-04	4.73766044e-07	-1.12404448e-06	2.55538595e-06	1.53648496e-07	2.40173745e-06
801             	8.43670889e-03	4.21882788e-03	4.21788101e-03	-1.09817841e-03	3.85545763e-04	-1.48372417e-03	9.34634969e-04	4.73435339e-07	-1.12698993e-06	2.55294890e-06	1.49484524e-07	2.40346438e-06
802             	8.43674181e-03	4.21884516e-03	4.21789665e-03	-1.09814508e-03	3.85562522e-04	-1.48370760e-03	9.34635061e-04	4.74256943e-07	-1.12362639e-06	2.55749086e-06	1.55119038e-07	2.40237182e-06
803             	8.43668208e-03	4.21881484e-03	4.21786724e-03	-1.09820021e-03	3.85579189e-04	-1.48377940e-03	9.34679295e-04	4.73798815e-07	-1.12697085e-06	2.55285844e-06	1.49458365e-07	2.40340007e-06
804             	8.43670814e-03	4.21882896e-03	4.21787918e-03	-1.09821434e-03	3.85579754e-04	-1.48379410e-03	9.34686925e-04	4.74885481e-07	-1.12202058e-06	2.55781085e-06	1.56884846e-07	2.40092600e-06
805             	8.43667908e-03	4.21881400e-03	4.21786508e-03	-1.09827432e-03	3.85597582e-04	-1.48387190e-03	9.34734740e-04	4.74460852e-07	-1.12645102e-06	2.55345547e-06	1.50276715e-07	2.40317876e-06
806             	8.43670602e-03	4.21882813e-03	4.21787789e-03	-1.09825430e-03	3.85599175e-04	-1.48385347e-03	9.34726324e-04	4.75121714e-07	-1.12174961e-06	2.55756834e-06	1.57034558e-07	2.40053378e-06
807             	8.43665981e-03	4.21880488e-03	4.21785493e-03	-1.09830813e-03	3.85595169e-04	-1.48390330e-03	9.34749237e-04	4.74975595e-07	-1.12550271e-06	2.55382584e-06	1.51410213e-07	2.40241563e-06
808             	8.43667698e-03	4.21881426e-03	4.21786272e-03	-1.09834748e-03	3.85590159e-04	-1.48393764e-03	9.34763899e-04	4.75768028e-07	-1.12097758e-06	2.55845420e-06	1.58249517e-07	2.40020468e-06
809             	8.43666499e-03	4.21880773e-03	4.21785726e-03	-1.09842312e-03	3.85595551e-04	-1.48401868e-03	9.34807113e-04	4.75232028e-07	-1.12454104e-06	2.55492016e-06	1.52919044e-07	2.40200112e-06
810             	8.43668601e-03	4.21881917e-03	4.21786684e-03	-1.09841675e-03	3.85590026e-04	-1.48400678e-03	9.34798402e-04	4.76165757e-07	-1.11988771e-06	2.55898266e-06	1.59603624e-07	2.39937903e-06
811             	8.43665515e-03	4.21880317e-03	4.21785198e-03	-1.09843416e-03	3.85591988e-04	-1.48402615e-03	9.34809068e-04	4.75597195e-07	-1.12390934e-06	2.55445417e-06	1.53317747e-07	2.40113643e-06
812             	8.43672462e-03	4.21883841e-03	4.21788621e-03	-1.09841757e-03	3.85578299e-04	-1.48399587e-03	9.34787083e-04	4.76097964e-07	-1.11912157e-06	2.55975929e-06	1.60758070e-07	2.39900122e-06
813             	8.43671936e-03	4.21883521e-03	4.21788415e-03	-1.09842636e-03	3.85579282e-04	-1.48400564e-03	9.34792462e-04	4.75529226e-07	-1.12261804e-06	2.55673688e-06	1.55750405e-07	2.40098648e-06
814             	8.43676812e-03	4.21886009e-03	4.21790803e-03	-1.09837691e-03	3.85584865e-04	-1.48396178e-03	9.34773322e-04	4.76027456e-07	-1.11891501e-06	2.56080208e-06	1.61486025e-07	2.39931605e-06
815             	8.43675477e-03	4.21885263e-03	4.21790214e-03	-1.09838691e-03	3.85584562e-04	-1.48397148e-03	9.34778018e-04	4.75241332e-07	-1.12271627e-06	2.55654084e-06	1.55554147e-07	2.40098669e-06
816             	8.43679715e-03	4.21887459e-03	4.21792256e-03	-1.09834692e-03	3.85564698e-04	-1.48391162e-03	9.34738160e-04	4.76013539e-07	-1.11732007e-06	2.56166465e-06	1.63512258e-07	2.39815239e-06
817             	8.43679121e-03	4.21887106e-03	4.21792014e-03	-1.09831580e-03	3.85566005e-04	-1.48388181e-03	9.34723907e-04	4.75460610e-07	-1.12173325e-06	2.55766570e-06	1.57099602e-07	2.40056610e-06
818             	8.43682966e-03	4.21889069e-03	4.21793896e-03	-1.09829700e-03	3.85571376e-04	-1.48386837e-03	9.34719874e-04	4.75866293e-07	-1.11742433e-06	2.56243261e-06	1.63791972e-07	2.39864064e-06
819             	8.43679364e-03	4.21887218e-03	4.21792146e-03	-1.09832787e-03	3.85586218e-04	-1.48391409e-03	9.34750155e-04	4.75358421e-07	-1.12120091e-06	2.55899945e-06	1.58298821e-07	2.40070063e-06
820             	8.43686457e-03	4.21890832e-03	4.21795625e-03	-1.09828648e-03	3.85600232e-04	-1.48388671e-03	9.34743470e-04	4.76031026e-07	-1.11701442e-06	2.56296130e-06	1.64466230e-07	2.39849507e-06
821             	8.43683421e-03	4.21889233e-03	4.21794187e-03	-1.09832538e-03	3.85615898e-04	-1.48394127e-03	9.34778586e-04	4.75231486e-07	-1.12151149e-06	2.55823611e-06	1.57606567e-07	2.40062954e-06
822             	8.43686541e-03	4.21890871e-03	4.21795670e-03	-1.09834966e-03	3.85626813e-04	-1.48397648e-03	9.34801645e-04	4.76004188e-07	-1.11763398e-06	2.56241885e-06	1.63575447e-07	2.39884341e-06
823             	8.43683673e-03	4.21889387e-03	4.21794286e-03	-1.09841512e-03	3.85651125e-04	-1.48406624e-03	9.34858684e-04	4.75503206e-07	-1.12222973e-06	2.55713893e-06	1.56339732e-07	2.40079920e-06
824             	8.43689967e-03	4.21892600e-03	4.21797367e-03	-1.09838368e-03	3.85649931e-04	-1.48403361e-03	9.34841769e-04	4.76163783e-07	-1.11820723e-06	2.56109712e-06	1.62341324e-07	2.39875579e-06
825             	8.43685406e-03	4.21890285e-03	4.21795121e-03	-1.09839964e-03	3.85650581e-04	-1.48405022e-03	9.34850399e-04	4.75822933e-07	-1.12212136e-06	2.55766962e-06	1.56713452e-07	2.40095617e-06
826             	8.43689918e-03	4.21892627e-03	4.21797291e-03	-1.09834339e-03	3.85658427e-04	-1.48400182e-03	9.34830123e-04	4.76680380e-07	-1.11991882e-06	2.56054861e-06	1.60355486e-07	2.40019313e-06
827             	8.43685010e-03	4.21890119e-03	4.21794891e-03	-1.09837990e-03	3.85675667e-04	-1.48405557e-03	9.34865617e-04	4.76141414e-07	-1.12470453e-06	2.55471421e-06	1.52652571e-07	2.40206164e-06
828             	8.43688393e-03	4.21891903e-03	4.21796490e-03	-1.09835998e-03	3.85683296e-04	-1.48404327e-03	9.34863284e-04	4.77067863e-07	-1.12116085e-06	2.55830870e-06	1.57993501e-07	2.40031520e-06
829             	8.43684603e-03	4.21889934e-03	4.21794669e-03	-1.09842094e-03	3.85710476e-04	-1.48413142e-03	9.34920948e-04	4.76323195e-07	-1.12695589e-06	2.55284381e-06	1.49466012e-07	2.40337780e-06
830             	8.43690731e-03	4.21893023e-03	4.21797709e-03	-1.09846405e-03	3.85722447e-04	-1.48418650e-03	9.34954472e-04	4.76568730e-07	-1.12341576e-06	2.55615501e-06	1.54661741e-07	2.40149327e-06
831             	8.43686478e-03	4.21890842e-03	4.21795636e-03	-1.09857177e-03	3.85738484e-04	-1.48431025e-03	9.35024368e-04	4.76030075e-07	-1.12814706e-06	2.55220318e-06	1.47954529e-07	2.40424865e-06
832             	8.43686746e-03	4.21891015e-03	4.21795731e-03	-1.09856433e-03	3.85745696e-04	-1.48431003e-03	9.35027860e-04	4.76419269e-07	-1.12563947e-06	2.55503293e-06	1.51876998e-07	2.40315593e-06
833             	8.43684019e-03	4.21889560e-03	4.21794458e-03	-1.09858432e-03	3.85760373e-04	-1.48434469e-03	9.35052534e-04	4.75509859e-07	-1.13087885e-06	2.54930325e-06	1.43772780e-07	2.40553047e-06
834             	8.43688768e-03	4.21891985e-03	4.21796783e-03	-1.09857113e-03	3.85758357e-04	-1.48432949e-03	9.35043924e-04	4.76008913e-07	-1.12823932e-06	2.55188894e-06	1.47705148e-07	2.40418379e-06
835             	8.43685628e-03	4.21890349e-03	4.21795279e-03	-1.09865796e-03	3.85781108e-04	-1.48443907e-03	9.35110090e-04	4.75347424e-07	-1.13326860e-06	2.54707287e-06	1.40267837e-07	2.40680503e-06
836             	8.43687740e-03	4.21891430e-03	4.21796310e-03	-1.09865909e-03	3.85776006e-04	-1.48443510e-03	9.35105552e-04	4.75597074e-07	-1.13042269e-06	2.55115370e-06	1.45154158e-07	2.40599954e-06
837             	8.43685287e-03	4.21890095e-03	4.21795192e-03	-1.09871842e-03	3.85788997e-04	-1.48450742e-03	9.35148209e-04	4.74516108e-07	-1.13579783e-06	2.54618821e-06	1.37296276e-07	2.40889193e-06
838             	8.43688411e-03	4.21891680e-03	4.21796732e-03	-1.09879966e-03	3.85798147e-04	-1.48459781e-03	9.35197977e-04	4.74739079e-07	-1.13216097e-06	2.54981610e-06	1.42747079e-07	2.40706902e-06
839             	8.43686228e-03	4.21890506e-03	4.21795722e-03	-1.09882435e-03	3.85795740e-04	-1.48462009e-03	9.35207914e-04	4.73922004e-07	-1.13676382e-06	2.54564865e-06	1.36060505e-07	2.40958815e-06
840             	8.43689374e-03	4.21892115e-03	4.21797259e-03	-1.09883966e-03	3.85785396e-04	-1.48462506e-03	9.35205227e-04	4.74282024e-07	-1.13284986e-06	2.55034004e-06	1.42320163e-07	2.40801988e-06
841             	8.43684718e-03	4.21889735e-03	4.21794983e-03	-1.09882914e-03	3.85786241e-04	-1.48461538e-03	9.35200811e-04	4.73762235e-07	-1.13754836e-06	2.54500765e-06	1.34955465e-07	2.41005218e-06
842             	8.43690265e-03	4.21892571e-03	4.21797694e-03	-1.09877074e-03	3.85773795e-04	-1.48454454e-03	9.35159167e-04	4.74382258e-07	-1.13324465e-06	2.54900875e-06	1.41259727e-07	2.40774902e-06
843             	8.43688571e-03	4.21891676e-03	4.21796896e-03	-1.09886780e-03	3.85779916e-04	-1.48464772e-03	9.35213817e-04	4.73899248e-07	-1.13722193e-06	2.54535377e-06	1.35454955e-07	2.40989882e-06
844             	8.43691226e-03	4.21893077e-03	4.21798149e-03	-1.09883881e-03	3.85764978e-04	-1.48460379e-03	9.35184383e-04	4.74642690e-07	-1.13237711e-06	2.55017490e-06	1.42710339e-07	2.40746456e-06
845             	8.43689600e-03	4.21892196e-03	4.21797405e-03	-1.09882965e-03	3.85753785e-04	-1.48458344e-03	9.35168610e-04	4.73956524e-07	-1.13647046e-06	2.54582536e-06	1.36442218e-07	2.40938314e-06
846             	8.43694062e-03	4.21894500e-03	4.21799561e-03	-1.09882224e-03	3.85746182e-04	-1.48456842e-03	9.35157302e-04	4.74695580e-07	-1.13190964e-06	2.55006456e-06	1.43122646e-07	2.40694192e-06
847             	8.43691464e-03	4.21893176e-03	4.21798288e-03	-1.09880544e-03	3.85738268e-04	-1.48454371e-03	9.35140987e-04	4.74439291e-07	-1.13516840e-06	2.54691559e-06	1.38289399e-07	2.40862619e-06
848             	8.43696640e-03	4.21895833e-03	4.21800807e-03	-1.09878332e-03	3.85726654e-04	-1.48450998e-03	9.35118314e-04	4.75130799e-07	-1.12909151e-06	2.55268566e-06	1.47251320e-07	2.40543434e-06
849             	8.43691864e-03	4.21893407e-03	4.21798456e-03	-1.09879324e-03	3.85719694e-04	-1.48451293e-03	9.35116314e-04	4.74754111e-07	-1.13246746e-06	2.54851557e-06	1.41790328e-07	2.40672524e-06
850             	8.43701413e-03	4.21898289e-03	4.21803123e-03	-1.09881892e-03	3.85722752e-04	-1.48454167e-03	9.35132213e-04	4.75828769e-07	-1.12798867e-06	2.55319995e-06	1.48611306e-07	2.40458865e-06
851             	8.43699108e-03	4.21897103e-03	4.21802005e-03	-1.09884457e-03	3.85726978e-04	-1.48457155e-03	9.35149263e-04	4.75488448e-07	-1.13127291e-06	2.54860555e-06	1.43029872e-07	2.40557568e-06
852             	8.43703876e-03	4.21899574e-03	4.21804302e-03	-1.09892716e-03	3.85720335e-04	-1.48464749e-03	9.35183912e-04	4.76358488e-07	-1.12585241e-06	2.55305815e-06	1.50676668e-07	2.40238149e-06
853             	8.43703885e-03	4.21899538e-03	4.21804346e-03	-1.09902478e-03	3.85728559e-04	-1.48475333e-03	9.35240947e-04	4.75960858e-07	-1.12913647e-06	2.54899016e-06	1.45358612e-07	2.40363154e-06
854             	8.43707715e-03	4.21901514e-03	4.21806201e-03	-1.09896665e-03	3.85722764e-04	-1.48468941e-03	9.35206089e-04	4.76566128e-07	-1.12471427e-06	2.55344172e-06	1.52006588e-07	2.40143513e-06
855             	8.43705720e-03	4.21900467e-03	4.21805253e-03	-1.09897853e-03	3.85724509e-04	-1.48470304e-03	9.35213772e-04	4.76069271e-07	-1.12838656e-06	2.54980626e-06	1.46516566e-07	2.40328969e-06
856             	8.43711176e-03	4.21903268e-03	4.21807907e-03	-1.09896091e-03	3.85717788e-04	-1.48467870e-03	9.35198242e-04	4.76806089e-07	-1.12357567e-06	2.55424165e-06	1.53545157e-07	2.40069650e-06
857             	8.43709756e-03	4.21902482e-03	4.21807274e-03	-1.09888352e-03	3.85711210e-04	-1.48459473e-03	9.35152971e-04	4.76041879e-07	-1.12723353e-06	2.55055863e-06	1.48045779e-07	2.40251285e-06
858             	8.43715014e-03	4.21905180e-03	4.21809834e-03	-1.09887182e-03	3.85722619e-04	-1.48459444e-03	9.35158528e-04	4.76728202e-07	-1.12301189e-06	2.55523322e-06	1.54604714e-07	2.40062850e-06
859             	8.43711219e-03	4.21903249e-03	4.21807970e-03	-1.09890437e-03	3.85740343e-04	-1.48464472e-03	9.35192530e-04	4.76397666e-07	-1.12730735e-06	2.55010766e-06	1.47746479e-07	2.40236118e-06
860             	8.43717347e-03	4.21906377e-03	4.21810970e-03	-1.09893088e-03	3.85742620e-04	-1.48467350e-03	9.35208060e-04	4.77034402e-07	-1.12251065e-06	2.55399297e-06	1.54485837e-07	2.39950713e-06
861             	8.43715366e-03	4.21905329e-03	4.21810036e-03	-1.09900886e-03	3.85750277e-04	-1.48475914e-03	9.35254708e-04	4.76466327e-07	-1.12710496e-06	2.54907953e-06	1.47434812e-07	2.40164472e-06
862             	8.43717619e-03	4.21906507e-03	4.21811112e-03	-1.09893983e-03	3.85746903e-04	-1.48468673e-03	9.35216818e-04	4.76977586e-07	-1.12345677e-06	2.55327456e-06	1.53180509e-07	2.40009405e-06
863             	8.43714596e-03	4.21904913e-03	4.21809683e-03	-1.09892841e-03	3.85751270e-04	-1.48467968e-03	9.35215475e-04	4.76149915e-07	-1.12809800e-06	2.54898909e-06	1.46396546e-07	2.40259254e-06
864             	8.43716565e-03	4.21905932e-03	4.21810633e-03	-1.09897850e-03	3.85744410e-04	-1.48472291e-03	9.35233662e-04	4.76494410e-07	-1.12419120e-06	2.55286558e-06	1.52241593e-07	2.40062399e-06
865             	8.43711529e-03	4.21903334e-03	4.21808195e-03	-1.09896828e-03	3.85737225e-04	-1.48470550e-03	9.35221365e-04	4.75696113e-07	-1.12875014e-06	2.54824257e-06	1.45371149e-07	2.40287143e-06
866             	8.43713609e-03	4.21904420e-03	4.21809189e-03	-1.09891213e-03	3.85730084e-04	-1.48464222e-03	9.35186149e-04	4.76156922e-07	-1.12465248e-06	2.55289558e-06	1.51795312e-07	2.40110027e-06
867             	8.43707848e-03	4.21901497e-03	4.21806351e-03	-1.09896111e-03	3.85742621e-04	-1.48470373e-03	9.35223176e-04	4.75729005e-07	-1.12898579e-06	2.54848240e-06	1.45255415e-07	2.40322699e-06
868             	8.43713614e-03	4.21904442e-03	4.21809172e-03	-1.09894229e-03	3.85759017e-04	-1.48470130e-03	9.35230160e-04	4.76351604e-07	-1.12544083e-06	2.55140354e-06	1.50260939e-07	2.40114260e-06
869             	8.43710478e-03	4.21902790e-03	4.21807689e-03	-1.09899431e-03	3.85776940e-04	-1.48477125e-03	9.35274097e-04	4.75507046e-07	-1.13019215e-06	2.54591717e-06	1.42766433e-07	2.40315074e-06
870             	8.43711087e-03	4.21903135e-03	4.21807952e-03	-1.09901491e-03	3.85781194e-04	-1.48479611e-03	9.35288651e-04	4.75918556e-07	-1.12633465e-06	2.55042147e-06	1.48876081e-07	2.40154539e-06
871             	8.43706617e-03	4.21900812e-03	4.21805805e-03	-1.09909125e-03	3.85796335e-04	-1.48488758e-03	9.35341960e-04	4.75031497e-07	-1.13209976e-06	2.54504346e-06	1.40421964e-07	2.40462149e-06
872             	8.43707698e-03	4.21901378e-03	4.21806320e-03	-1.09906583e-03	3.85791351e-04	-1.48485719e-03	9.35324269e-04	4.75290936e-07	-1.12861969e-06	2.54798287e-06	1.45371749e-07	2.40261112e-06
873             	8.43702545e-03	4.21898742e-03	4.21803803e-03	-1.09905616e-03	3.85790977e-04	-1.48484714e-03	9.35319058e-04	4.74697938e-07	-1.13344737e-06	2.54325258e-06	1.38178919e-07	2.40507366e-06
874             	8.43704059e-03	4.21899529e-03	4.21804530e-03	-1.09896681e-03	3.85785805e-04	-1.48475261e-03	9.35269208e-04	4.74997798e-07	-1.13109616e-06	2.54657658e-06	1.42192129e-07	2.40438445e-06
875             	8.43698715e-03	4.21896758e-03	4.21801957e-03	-1.09896648e-03	3.85785666e-04	-1.48475215e-03	9.35268908e-04	4.74005278e-07	-1.13597691e-06	2.54116010e-06	1.34603141e-07	2.40655696e-06
876             	8.43700543e-03	4.21897733e-03	4.21802810e-03	-1.09892062e-03	3.85773718e-04	-1.48469433e-03	9.35234025e-04	4.74610469e-07	-1.13283144e-06	2.54422103e-06	1.39279079e-07	2.40494195e-06
877             	8.43694470e-03	4.21894594e-03	4.21799876e-03	-1.09891188e-03	3.85776654e-04	-1.48468854e-03	9.35232596e-04	4.73587124e-07	-1.13840818e-06	2.53862598e-06	1.30904814e-07	2.40772117e-06
878             	8.43699404e-03	4.21897067e-03	4.21802337e-03	-1.09883657e-03	3.85761929e-04	-1.48459850e-03	9.35180214e-04	4.73650657e-07	-1.13480614e-06	2.54281039e-06	1.36599049e-07	2.40621134e-06
879             	8.43692842e-03	4.21893709e-03	4.21799132e-03	-1.09884271e-03	3.85747944e-04	-1.48459065e-03	9.35169297e-04	4.72886202e-07	-1.13913669e-06	2.53914027e-06	1.30433444e-07	2.40870683e-06
880             	8.43695983e-03	4.21895313e-03	4.21800670e-03	-1.09879716e-03	3.85737115e-04	-1.48453428e-03	9.35135697e-04	4.73214641e-07	-1.13673349e-06	2.54241755e-06	1.34475289e-07	2.40794226e-06
881             	8.43689602e-03	4.21892038e-03	4.21797564e-03	-1.09880867e-03	3.85733800e-04	-1.48454247e-03	9.35138135e-04	4.72374382e-07	-1.14116938e-06	2.53759888e-06	1.27630057e-07	2.40996882e-06
882             	8.43690434e-03	4.21892533e-03	4.21797900e-03	-1.09875392e-03	3.85714022e-04	-1.48446794e-03	9.35090981e-04	4.73165398e-07	-1.13728468e-06	2.54150543e-06	1.33468038e-07	2.40803739e-06
883             	8.43684615e-03	4.21889578e-03	4.21795037e-03	-1.09874611e-03	3.85714070e-04	-1.48446018e-03	9.35087126e-04	4.72704467e-07	-1.14256195e-06	2.53622019e-06	1.25548147e-07	2.41067204e-06
884             	8.43688814e-03	4.21891742e-03	4.21797072e-03	-1.09868807e-03	3.85698859e-04	-1.48438693e-03	9.35042895e-04	4.73349558e-07	-1.13851198e-06	2.54016992e-06	1.31572975e-07	2.40859694e-06
885             	8.43683036e-03	4.21888806e-03	4.21794230e-03	-1.09873446e-03	3.85697112e-04	-1.48443157e-03	9.35064342e-04	4.72881364e-07	-1.14231889e-06	2.53726846e-06	1.26315334e-07	2.41095312e-06
886             	8.43682133e-03	4.21888410e-03	4.21793722e-03	-1.09868316e-03	3.85701282e-04	-1.48438444e-03	9.35042860e-04	4.73440104e-07	-1.13882317e-06	2.54139479e-06	1.31874221e-07	2.40952057e-06
887             	8.43676574e-03	4.21885574e-03	4.21791000e-03	-1.09868734e-03	3.85706714e-04	-1.48439406e-03	9.35050386e-04	4.72873507e-07	-1.14277456e-06	2.53700381e-06	1.25727341e-07	2.41127647e-06
888             	8.43680933e-03	4.21887831e-03	4.21793102e-03	-1.09864427e-03	3.85693572e-04	-1.48433784e-03	9.35015705e-04	4.73644323e-07	-1.13840223e-06	2.54164325e-06	1.32419395e-07	2.40922386e-06
889             	8.43676369e-03	4.21885525e-03	4.21790845e-03	-1.09873737e-03	3.85706576e-04	-1.48444394e-03	9.35075259e-04	4.73400196e-07	-1.14178890e-06	2.53876624e-06	1.27594218e-07	2.41117202e-06
890             	8.43674412e-03	4.21884627e-03	4.21789784e-03	-1.09876277e-03	3.85710321e-04	-1.48447310e-03	9.35091708e-04	4.74215397e-07	-1.13665275e-06	2.54438832e-06	1.35541407e-07	2.40884691e-06
891             	8.43668594e-03	4.21881691e-03	4.21786903e-03	-1.09874493e-03	3.85706638e-04	-1.48445156e-03	9.35079101e-04	4.73943200e-07	-1.14102907e-06	2.54068511e-06	1.29313485e-07	2.41137163e-06
892             	8.43672973e-03	4.21884001e-03	4.21788972e-03	-1.09867118e-03	3.85712426e-04	-1.48438361e-03	9.35048017e-04	4.75142607e-07	-1.13613073e-06	2.54570790e-06	1.36723223e-07	2.40898468e-06
